source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071233,cellular response to leucine,0.007083629008030617,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a leucine stimulus."" [GOC:mah]",13,275,3,26944,0.01090909090909091,0.23076923076923078,query_1,"['GO:0043201', 'GO:0071230']"
GO:BP,GO:0031032,actomyosin structure organization,0.007410993021387125,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",207,275,9,26944,0.03272727272727273,0.043478260869565216,query_1,['GO:0030036']
GO:BP,GO:0051654,establishment of mitochondrion localization,0.007647177729928633,True,"""The directed movement of the mitochondrion to a specific location."" [GOC:ai]",32,275,4,26944,0.014545454545454545,0.125,query_1,"['GO:0051646', 'GO:0051656']"
GO:CC,GO:0030684,preribosome,0.008003365596891016,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",106,277,6,26995,0.021660649819494584,0.05660377358490566,query_1,['GO:1990904']
GO:CC,GO:1990234,transferase complex,0.008085190233221967,True,"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]",880,277,20,26995,0.07220216606498195,0.022727272727272728,query_1,['GO:1902494']
GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,0.00845329720430653,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",3888,275,61,26944,0.22181818181818183,0.015689300411522635,query_1,"['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.00845329720430653,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6358,275,90,26944,0.32727272727272727,0.014155394778232149,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0045943,positive regulation of transcription by RNA polymerase I,0.008468376850107664,True,"""Any process that activates or increases the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators, GOC:txnOH]",33,275,4,26944,0.014545454545454545,0.12121212121212122,query_1,"['GO:0006356', 'GO:0006360', 'GO:0045893']"
GO:BP,GO:0019438,aromatic compound biosynthetic process,0.008468376850107664,True,"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]",3973,275,62,26944,0.22545454545454546,0.015605336018122326,query_1,"['GO:0006725', 'GO:0044249']"
GO:MF,GO:0008048,calcium sensitive guanylate cyclase activator activity,0.008691755922275031,True,"""Binds to and increases the activity of guanylate cyclase in response to a change in calcium ion concentration."" [GOC:mah]",3,273,2,25063,0.007326007326007326,0.6666666666666666,query_1,['GO:0030250']
GO:CC,GO:0140535,intracellular protein-containing complex,0.008740915528498367,True,"""A protein-containing complex located intracellularly."" [GOC:pg]",953,277,21,26995,0.07581227436823104,0.022035676810073453,query_1,['GO:0032991']
GO:MF,GO:0022857,transmembrane transporter activity,0.009057890881621823,True,"""Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."" [GOC:jid, GOC:mtg_transport, ISBN:0815340729]",1087,273,25,25063,0.09157509157509157,0.022999080036798528,query_1,['GO:0005215']
GO:BP,GO:1902531,regulation of intracellular signal transduction,0.00923058427949463,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1722,275,33,26944,0.12,0.01916376306620209,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0031345,negative regulation of cell projection organization,0.009313056523576082,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",215,275,9,26944,0.03272727272727273,0.04186046511627907,query_1,"['GO:0030030', 'GO:0031344', 'GO:0051129']"
GO:BP,GO:0006417,regulation of translation,0.009313056523576082,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:isa_complete]",363,275,12,26944,0.04363636363636364,0.03305785123966942,query_1,"['GO:0006412', 'GO:0010608', 'GO:0034248', 'GO:0051246']"
GO:CC,GO:0031967,organelle envelope,0.00940538521467229,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1305,277,26,26995,0.09386281588447654,0.01992337164750958,query_1,"['GO:0031975', 'GO:0043227', 'GO:0043229']"
GO:CC,GO:0031975,envelope,0.00940538521467229,True,"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]",1305,277,26,26995,0.09386281588447654,0.01992337164750958,query_1,['GO:0110165']
GO:BP,GO:0006865,amino acid transport,0.009687484422952064,True,"""The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",172,275,8,26944,0.02909090909090909,0.046511627906976744,query_1,"['GO:0046942', 'GO:0071705']"
GO:CC,GO:0098852,lytic vacuole membrane,0.009844644555453225,True,"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]",298,277,10,26995,0.036101083032490974,0.03355704697986577,query_1,"['GO:0000323', 'GO:0005774']"
GO:CC,GO:0005765,lysosomal membrane,0.009844644555453225,True,"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]",298,277,10,26995,0.036101083032490974,0.03355704697986577,query_1,"['GO:0005764', 'GO:0098852']"
GO:CC,GO:0005886,plasma membrane,0.009854882699405054,True,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",6367,277,88,26995,0.3176895306859206,0.013821265902308779,query_1,"['GO:0016020', 'GO:0071944']"
GO:BP,GO:0090303,positive regulation of wound healing,0.01020797601081577,True,"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]",62,275,5,26944,0.01818181818181818,0.08064516129032258,query_1,"['GO:0042060', 'GO:0061041', 'GO:1903036']"
KEGG,KEGG:04744,Phototransduction,0.010486262447359708,True,Phototransduction,27,143,5,9330,0.03496503496503497,0.18518518518518517,query_1,['KEGG:00000']
KEGG,KEGG:04919,Thyroid hormone signaling pathway,0.010486262447359708,True,Thyroid hormone signaling pathway,120,143,9,9330,0.06293706293706294,0.075,query_1,['KEGG:00000']
GO:BP,GO:0016049,cell growth,0.01071582666256276,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",537,275,15,26944,0.05454545454545454,0.027932960893854747,query_1,"['GO:0009987', 'GO:0040007']"
GO:BP,GO:0062012,regulation of small molecule metabolic process,0.010756277220489378,True,"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]",370,275,12,26944,0.04363636363636364,0.032432432432432434,query_1,"['GO:0019222', 'GO:0044281']"
GO:BP,GO:0010639,negative regulation of organelle organization,0.010952805346633348,True,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",371,275,12,26944,0.04363636363636364,0.03234501347708895,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051129']"
GO:BP,GO:0006941,striated muscle contraction,0.010961437461831734,True,"""A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope."" [GOC:jl, GOC:mtg_muscle, ISBN:0198506732]",176,275,8,26944,0.02909090909090909,0.045454545454545456,query_1,['GO:0006936']
GO:BP,GO:0006518,peptide metabolic process,0.011056646311072447,True,"""The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."" [GOC:go_curators]",912,275,21,26944,0.07636363636363637,0.023026315789473683,query_1,"['GO:0043603', 'GO:1901564']"
GO:BP,GO:0048638,regulation of developmental growth,0.011056646311072447,True,"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]",372,275,12,26944,0.04363636363636364,0.03225806451612903,query_1,"['GO:0040008', 'GO:0048589', 'GO:0050793']"
GO:BP,GO:0006412,translation,0.011155155618997803,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",722,275,18,26944,0.06545454545454546,0.024930747922437674,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538', 'GO:0043043']"
GO:BP,GO:0048589,developmental growth,0.011155155618997803,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",785,275,19,26944,0.06909090909090909,0.024203821656050957,query_1,"['GO:0032502', 'GO:0040007']"
GO:CC,GO:0005741,mitochondrial outer membrane,0.011219037341144563,True,"""The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."" [GOC:ai]",204,277,8,26995,0.02888086642599278,0.0392156862745098,query_1,"['GO:0031966', 'GO:0031968']"
GO:BP,GO:0007420,brain development,0.011219050716568348,True,"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]",723,275,18,26944,0.06545454545454546,0.024896265560165973,query_1,"['GO:0007417', 'GO:0048513', 'GO:0060322']"
